Property Name,Branch Name,Industry Name,Irrigation Controller Count,Irrigation Controller Type,Irrigation Flow Sensor,Irrigation Master Valve,Irrigation Meter Count,Lead Source,Property Address Line 1,Property City,Property Group Name,Property State/Province Code,Property Type,Property Zip Code,Turf SF,Planter SF,Slope SF
Alicante Community HOA (ALI) BELAN,Bemus Santa Ana - Hathaway,HOA/COA/TOA,1,Smart,No,No,1,Unknown,2226 Willcox Dr,Tustin,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92782,1571,12811,0
Cameo Woods,Bemus Santa Ana - Hathaway,HOA/COA/TOA,4,Smart,No,No,Unknown,Unknown,10795 Turnleaf Lane,Tustin,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92782,1587,52140,84468
Vista Pacifica Apartments,Bemus San Marcos,Multifamily/ Apartments,2,Dumb,No,No,Unknown,Unknown,170 Cedar Road,Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92083,1600,8800,0
Rancho Vista II Homeowners Association,Bemus Riverside,HOA/COA/TOA,Unknown,Smart,Yes,Yes,Unknown,Customer Referral,22912 Delca Lane,Wildomar,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92595,1625,67100,0
KPC Summit Owners Association,Bemus Riverside,Commercial,4,Smart,Yes,Yes,3,Unknown,2390 Anselmo Dr,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92879,1841,151142,14072
17486 Nisquali Rd br40343,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,17486 Nisquali Rd,Victorville,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92395,2000,20000,0
Fountain Walk Corporation,Bemus Santa Ana - Anne,HOA/COA/TOA,2,Dumb,No,No,Unknown,New Business,17930 Point Loma St,Fountain Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92708,2000,18000,0
Hyde Park HOA,Bemus Riverside,HOA/COA/TOA,4,Dumb,No,No,Unknown,Customer Referral,12703 Scree Way,Moreno Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92555,2000,110750,85640
Orchard Glen,Bemus Riverside,HOA/COA/TOA,7,Mixed,Yes,Yes,4,Unknown,1431 Gareth Cir,Corona,Bemus- Maintenance,CA,Maintenance,92882,2000,23080,117760
"RW Marina & Development Management, LLC",Bemus Santa Ana - Anne,Industrial,3,Dumb,No,No,Unknown,Unknown,3333 West Coast Hwy,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92663,2000,3000,0
Mission 24,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,131 Avenida Chapala,San Marcos,Bemus- Maintenance,CA,Maintenance and Tree Care,92069,2029,15758,0
Lakeside Garden Grove Homeowners Association,Bemus Santa Ana - Anne,HOA/COA/TOA,10,Smart,Unknown,Unknown,Unknown,Unknown,10551 Lakeside Dr.,Garden Grove,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92840,2250,70000,0
6971 Central Ave br 40350,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,6971 Central Ave,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92504,2287,20012,49441
Belmont at San Elijo Hills Home Owners Association,Bemus San Marcos,HOA/COA/TOA,2,Smart,Yes,Yes,Unknown,Existing Business,1670 Chert Drive,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92078,2353,45640,149038
Northstar Neighborhood Association,Bemus San Marcos,HOA/COA/TOA,3,Mixed,Unknown,Unknown,Unknown,Unknown,1000 Calabria St,Santee,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92071,2354,28484,128432
Orange III HOA,Bemus Santa Ana - Hathaway,HOA/COA/TOA,1,Dumb,No,No,Unknown,Unknown,3438 E Collins Ave,Orange,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92867,2471,7398,0
Southwest Carpenters Union - Whittier,Bemus Santa Ana - Anne,Commercial,1,Smart,Unknown,Unknown,Unknown,Unknown,10009 Rose Hills Road,Whittier,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90601,2478,9490,0
Primrose at Beacon Park Homeowners Assocation,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,No,No,Unknown,New Business,154 Paramount,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92618,2500,68000,0
Vineyard Hills Maintenance Corporation,Bemus San Marcos,HOA/COA/TOA,1,Smart,No,No,1,Unknown,481 Chardonnay Ct.,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92069,2500,16540,34760
"Hescon Heights Homeowners Association, Inc",Bemus San Marcos,HOA/COA/TOA,1,Dumb,No,No,Unknown,Customer Referral,2805 Unicornio Street,Carlsbad,Bemus- Maintenance,CA,Maintenance,92009,2608,4462,0
The Aspens,Bemus San Marcos,HOA/COA/TOA,1,Dumb,No,No,Unknown,Customer Referral,5885 El Cajon Blvd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92115,2700,8500,0
100 La Pata,Bemus San Juan Capistrano,Commercial,1,Dumb,No,No,Unknown,Unknown,100 Avenida La Pata,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,2775,23060,65120
Arbor Village,Bemus San Marcos,HOA/COA/TOA,2,Dumb,No,No,Unknown,Advertising,1902 Arbor Glen,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92025,2815,7202,61581
Seaglass HOA,Bemus San Marcos,HOA/COA/TOA,1,Smart,Yes,Yes,Unknown,Customer Referral,1603 Waterlily Way,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92078,2834,10763,0
Terracina Medical Center,Bemus Riverside,Healthcare,1,Dumb,Unknown,Unknown,Unknown,Customer Referral,255 Terracina Blvd.,Redlands,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92373,2906,20493,0
Essex Iowa Commerce Center,Bemus Riverside,Other,4,Dumb,No,No,Unknown,Unknown,1865 Iowa Ave,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance,92507,3000,30620,0
Meridian Pkwy br45179,Bemus Riverside,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,14751 Meridian PKwy,March Air Reserve Base,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92518,3142,28383,30284
19066 Magnolia Ltd,Bemus Santa Ana - Anne,Retail,2,Dumb,Unknown,Unknown,Unknown,Cold Call,19066 Magnolia Street,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92646,3159,16651,0
Tivoli Villas at Sunbow,Bemus San Marcos,HOA/COA/TOA,1,Dumb,Unknown,Unknown,Unknown,Unknown,780 Caminito Valiente,Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91911,3163,29793,13981
Tivoli Villas at Sunbow,Bemus San Marcos,HOA/COA/TOA,1,Dumb,Unknown,Unknown,Unknown,Unknown,780 Caminito Valiente,Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91911,3163,29793,13981
Mariposa Maintenance Corporation,Bemus Santa Ana - Hathaway,HOA/COA/TOA,3,Dumb,No,No,2,Unknown,26066 Miralinda,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,3240,11755,351035
JBS Riverside,Bemus Riverside,Other,1,Smart,No,No,Unknown,Unknown,15555 Meridian Pkwy,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92518,3250,25360,0
Fabricante Professional Center,Bemus San Juan Capistrano,Commercial,2,Dumb,No,Yes,Unknown,Unknown,232 Avenida Fabricante,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,3380,43340,0
5960 Cornerstone Court West,Bemus San Marcos,Commercial,1,Dumb,Unknown,Unknown,Unknown,Business Development,5960 Cornerstone Court West,San Diego,Bemus- Maintenance,CA,Maintenance and Tree Care,92121,3395,10781,0
Canyon Fairway Homeowners Association,Bemus Santa Ana - Anne,HOA/COA/TOA,3,Mixed,Unknown,Unknown,Unknown,Unknown,9 Canyon Court,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92660,3584,19968,275651
20341 Birch Street,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Dumb,No,No,1,Unknown,20341 Birch Street,Newport Beach,Bemus- Maintenance,CA,Maintenance,92660,3620,4800,0
Rocky Pointe HOA,Bemus Riverside,HOA/COA/TOA,1,Dumb,No,No,1,Customer Referral,548 Via Pueblo,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92507,3678,9704,14742
1495 S. Auto Center Drive,Bemus Riverside,Commercial,1,Dumb,No,No,Unknown,Customer Referral,1495 S. Auto Center Dr.,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,4000,10000,0
Berkeley Maintenance Corporation,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,742 Sather Court,Brea,Bemus- Tree Care,CA,Tree Care,92821,4000,18516,0
Fieldstone Collections,Bemus Riverside,Other,1,Smart,No,Yes,Unknown,Unknown,2511 Rosser Drive,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92879,4000,2560,12600
Morgans Corner HOA,Bemus San Marcos,HOA/COA/TOA,4,Smart,No,Yes,2,Unknown,1620 Cooke Street,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92078,4000,42770,23030
1501 East Cooley Drive bp40535,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1501 E Cooley Dr,Colton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92324,4021,27222,0
14530 and 14540 Innovation Dr br45177 and br45178,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,14540 Innovation Dr,March Air Reserve Base,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92518,4061,30366,0
La Costa Meadows,Bemus San Marcos,HOA/COA/TOA,4,Smart,No,No,1,Unknown,6699 Corte Maria,Carlsbad,Bemus- Maintenance,CA,Maintenance,92009,4100,31100,0
Southwest Carpenters Union- Buena Park,Bemus Santa Ana - Anne,Commercial,1,Smart,Unknown,Unknown,Unknown,Business Development,7111 Firestone Blvd,Buena Park,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90621,4309,49673,0
Windstone Ranch HOA,Bemus Riverside,HOA/COA/TOA,3,Smart,Unknown,Unknown,Unknown,Customer Referral,21387 Coral Rock Ln.,Wildomar,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92530,4349,33433,257673
Seaglass Blustrand HOA,Bemus San Marcos,HOA/COA/TOA,1,Smart,No,Yes,Unknown,Customer Referral,1003 Swaying Palms Way,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92154,4378,65910,0
Murrieta Student Center,Bemus Riverside,Other,2,Dumb,Unknown,Unknown,Unknown,Business Development,41866 Kalmia St,Murrietta,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92562,4395,11380,0
Pacific Highland Ranch Community Association (PAHR) BELAN,Bemus San Marcos,HOA/COA/TOA,2,Smart,No,Yes,2,Unknown,5525 Valerio Trail,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92130,4500,7550,16810
Arctic Ocean Plaza,Bemus Santa Ana - Hathaway,HOA/COA/TOA,1,Dumb,No,Yes,1,Unknown,25151 Arctic Ocean Dr,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,4512,13437,0
1930 S Rochester Ave bt40652,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1930 S Rochester Ave,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,4835,34772,0
"Newlight Technologies, Inc. II",Bemus Santa Ana - Anne,Industrial,1,Smart,Unknown,Unknown,1,Unknown,14505 Astronautics,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92647,4860,21056,0
Sendero Neighborhood Corporation,Bemus San Juan Capistrano,HOA/COA/TOA,5,Smart,Yes,Yes,Unknown,New Business,1 Nido,Rancho Mission Viejo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92694,4895,160744,14180
Camden Place Homeowners Association,Bemus Santa Ana - Hathaway,HOA/COA/TOA,6,Smart,Unknown,Unknown,Unknown,Unknown,1474 Montgomery,Tustin,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92782,5000,100000,0
Oak Glen Plaza - YUCAIPA,Bemus Riverside,Other,2,Dumb,Unknown,Unknown,Unknown,Customer Referral,11352-11368 Bryant St.,Yucaipa,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92320,5000,51446,10048
Seawind Newport Homeowners Association,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Smart,No,No,1,New Business,6 Seascape Drive,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92663,5050,19900,0
South Milliken Industrial Park,Bemus Riverside,Other,1,Dumb,No,No,Unknown,Customer Referral,1800 – 1890 South Milliken Avenue,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,5129,35768,0
Pepper Tree Corona,Bemus Riverside,Other,1,Smart,No,No,1,Unknown,626 Barbre Ln,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92879,5140,9910,0
Summer Hill,Bemus San Marcos,HOA/COA/TOA,1,Smart,No,Yes,Unknown,Customer Referral,1542 Castlehill Road,Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91915,5167,21158,0
Vantage Town Home Association,Bemus Santa Ana - Anne,HOA/COA/TOA,2,Dumb,No,No,Unknown,Unknown,3415 S Main S,Santa Ana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92707,5200,44100,0
Beachwood Home Owners Association,Bemus San Marcos,HOA/COA/TOA,2,Mixed,Yes,Yes,Unknown,Cold Call,1134 Beachwood Way,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92057,5362,7222,390830
Seabreeze Farms PUD,Bemus San Marcos,HOA/COA/TOA,2,Smart,Yes,Yes,Unknown,Customer Referral,13063 Dressage Lane,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92130,5470,15100,113606
Laguna SUR Community,Bemus San Juan Capistrano,HOA/COA/TOA,24,Mixed,Yes,Yes,7,Customer Referral,6 Antibes,Laguna Niguel,Bemus- Maintenance,CA,Maintenance,92677,5541,71705,165597
Palm Plaza,Bemus Riverside,Other,1,Dumb,Unknown,Unknown,Unknown,Customer Referral,2068 Orange Tree Ln.,Redlands,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92374,5645,10930,0
Concordia East Homeowners Association,Bemus Santa Ana - Hathaway,HOA/COA/TOA,3,Dumb,Unknown,Unknown,Unknown,Customer Referral,1 Ascension,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92612,5715,11143,118058
Las Casitas at Bonsall,Bemus San Marcos,HOA/COA/TOA,1,Smart,No,Yes,Unknown,Customer Referral,5777 Camino Del Cielo,Bonsall,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92003,6038,5330,20000
Talega Business Park (TBU) BELAN,Bemus San Juan Capistrano,Commercial,8,Smart,No,Yes,5,Unknown,1201 Puerta Del Sol,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,6300,0,863750
5959 Cornerstone Court West,Bemus San Marcos,Commercial,1,Dumb,Unknown,Unknown,Unknown,Business Development,5959 Cornerstone Court West,San Diego,Bemus- Maintenance,CA,Maintenance and Tree Care,92121,6310,13960,30569
1375 Magnolia Ave br41346,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1375 Magnolia Ave,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92879,6322,1843,0
10837 Commerce Way br46376,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,10837 Commerce Way,Fontana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92337,6343,67726,0
Monte Mira HOA,Bemus San Marcos,HOA/COA/TOA,2,Smart,Yes,No,1,Call In,1808 Amalfi Drive,Encinitas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92024,6364,11000,65124
The Highlands Maintenance Corporation,Bemus Santa Ana - Hathaway,HOA/COA/TOA,30,Smart,No,No,25,New Business,7700 E. Moonridge Lane,Anaheim Hills,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92808,6494,11350,2698766
209 Fabricante,Bemus San Juan Capistrano,Commercial,1,Dumb,No,Yes,1,New Business,209 Fabricante,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92672,6553,3113,16809
Camden Place at Escondido HOA,Bemus San Marcos,HOA/COA/TOA,2,Dumb,Unknown,Unknown,1,Unknown,430 Whitby Gn,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92027,6659,16959,0
Montbury,Bemus Santa Ana - Hathaway,HOA/COA/TOA,7,Smart,No,No,4,Call In,26152 Devonshire Ct,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,6700,14800,1530000
Chapman Dale HOA,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Dumb,No,No,Unknown,Unknown,8461 Lin Mar Meadows,Garden Grove,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92841,6791,7242,0
Ivey Pointe HOA,Bemus San Marcos,HOA/COA/TOA,3,Mixed,Unknown,Unknown,Unknown,Unknown,400 Dakota Way,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92056,6833,19200,7398
1100 S Etiwanda br46341,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1100 S Etiwanda Ave,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,6838,18542,0
Mystic Pointe Neighborhood Association,Bemus Santa Ana - Anne,HOA/COA/TOA,3,Dumb,Unknown,Unknown,3,Unknown,6261 Seabourne Drive,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92648,6850,36331,0
The Northwestern Mutual life Insurance Company dba Skye Apartments,Bemus San Marcos,Multifamily/ Apartments,Unknown,Smart,Yes,Yes,Unknown,Cold Call,501 W. Bobier Drive,Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92083,6875,30500,7500
Townsend at Mission Circle - MIC1,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,312 Park View Dr.,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92078,7000,48602,0
Arbor Crest 1,Bemus Santa Ana - Hathaway,HOA/COA/TOA,1,Smart,Yes,Yes,1,Unknown,19 Camellia,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92620,7093,23656,0
Hilltop Business Center,Bemus San Marcos,Commercial,1,Dumb,Unknown,Unknown,Unknown,Customer Referral,"3800 Main St,",Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91911,7171,11200,44563
Rancho Niguel Subassociation No. 3,Bemus San Juan Capistrano,HOA/COA/TOA,7,Mixed,No,No,Unknown,Unknown,24702 Via Carlos,Laguna Niguel,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92677,7220,0,587771
Beach Street Maintenance Corporation,Bemus San Marcos,HOA/COA/TOA,3,Smart,Unknown,Unknown,Unknown,Unknown,656 Beach St,Encinitas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92024,7398,12731,83935
Carriage Walk,Bemus San Marcos,HOA/COA/TOA,3,Dumb,No,Yes,2,Unknown,300 Borden Road,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92069,7400,36000,7700
Freeberg Industrial Fabrication,Bemus San Marcos,HOA/COA/TOA,2,Smart,No,No,Unknown,Unknown,2874 Progress Place,Escondido,Bemus- Maintenance,CA,Maintenance and Tree Care,92029,7500,68400,63310
Shadowridge Crest Landing II,Bemus San Marcos,HOA/COA/TOA,2,Smart,No,No,Unknown,Unknown,1757 Crystal Ridge Way,Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92081,7500,1350,127760
Hidden Meadows Ranch HOA,Bemus San Marcos,HOA/COA/TOA,8,Smart,No,Yes,7,Unknown,10503 Laurel Path,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92026,7622,46743,488075
Outlets at San Clemente,Bemus San Juan Capistrano,Shopping Center,3,Mixed,Unknown,Unknown,Unknown,Unknown,101 W Avenida Vista Hermosa,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92672,7746,143890,42380
Orangethorpe HOA,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Smart,No,No,1,Unknown,2410 W Orangethorpe Ave,Fullerton,Bemus- Maintenance,CA,Maintenance,92833,7750,13000,0
Huntington Pacific Beach House Condo Complex,Bemus Santa Ana - Anne,Multifamily/ Apartments,6,Dumb,No,No,Unknown,New Business,711 Pacific Coast Hwy,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92648,7900,31000,0
1275 S Dupont br35026,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1275 S Dupont Ave,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,7997,26278,0
Glaukos Main Campus- Aliso Viejo,Bemus San Juan Capistrano,Commercial,4,Unknown,Unknown,Unknown,Unknown,New Business,"26600, 26650, 26700 Aliso Viejo Parkway",Aliso Viejo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92656,8000,75923,0
Pak West,Bemus Santa Ana - Anne,Commercial,1,Dumb,No,No,1,New Business,4044 West Garry Avenue,Santa Ana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92704,8000,15500,0
Pak West,Bemus Santa Ana - Anne,Commercial,1,Dumb,Unknown,Unknown,1,Customer Referral,4012 W Garry,Santa Ana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92704,8000,15500,0
Mission Trails Villas,Bemus San Marcos,HOA/COA/TOA,1,Smart,Unknown,Unknown,Unknown,Unknown,7737 Margerum Ave,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92120,8133,12820,29452
Lakeridge-Whittier Homeowners Association (LAWH) BELAN,Bemus Santa Ana - Anne,HOA/COA/TOA,5,Smart,No,No,Unknown,New Business,4140 Workman Mill Rd.,Whittier,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90601,8263,198837,3688
CA Colony,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Dumb,No,No,Unknown,Unknown,316 Brewster Common,Santa Ana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92704,8323,3550,0
Friendly Hills Mobile Estates,Bemus Riverside,Other,12,Dumb,Unknown,Unknown,Unknown,Customer Referral,2140 Mentone Blvd.,Mentone,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92359,8380,19904,0
LINK- Ontario Mills DC br46098,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,5125 Ontario Mills Parkway,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91764,8773,100367,0
Magnolia Woods Homeowners Association,Bemus Santa Ana - Anne,HOA/COA/TOA,1,Dumb,No,No,Unknown,Unknown,9021 Stacie Ln,Anaheim,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92804,8802,12113,0
Southwest Carpenters Union Riverside,Bemus Riverside,Other,1,Smart,Unknown,Unknown,Unknown,Business Development,6147 River Crest Dr,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92507,8874,10565,0
